window_start,window_end,kind,horizon,as_of,symbol,anchor_close,venue_quote,fair_value,reopen,quote_move_bps,fair_move_bps,realised_bps,err_lighthouse_bps,err_venue_bps,err_lastclose_bps,lam_common,lam_idio,n_train
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RNBISUSDT,219.9,224.35,220.2683,227.26,202.36,16.75,334.7,317.95,132.33,334.7,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RNOWUSDT,129.775,129.78,129.7696,129.74,0.39,-0.41,-2.7,2.28,3.08,2.7,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RNVDAUSDT,217.03,217.86,217.1449,218.25,38.24,5.29,56.21,50.92,17.97,56.21,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,ROKLOUSDT,41.665,41.99,41.6954,41.97,78.0,7.29,73.2,65.91,4.8,73.2,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RORCLUSDT,141.698,142.66,141.7933,141.863,67.89,6.73,11.64,4.92,56.25,11.64,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RPATHUSDT,15.85,15.91,15.8541,15.85,37.85,2.56,0.0,2.56,37.85,0.0,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RPLTRUSDT,173.825,174.29,173.8646,173.982,26.75,2.28,9.03,6.75,17.72,9.03,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RQCOMUSDT,160.352,161.45,160.44,160.712,68.47,5.49,22.45,16.96,46.02,22.45,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RQQQUSDT,710.702,713.19,711.0379,714.59,35.01,4.73,54.71,49.98,19.7,54.71,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RSMCIUSDT,36.55,36.82,36.5886,36.64,73.87,10.56,24.62,14.06,49.25,24.62,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RSNDKUSDT,1578.563,1607.95,1581.7794,1620.0,186.16,20.38,262.5,242.12,76.34,262.5,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RSOXLUSDT,121.4,125.12,121.7746,126.31,306.43,30.86,404.45,373.59,98.02,404.45,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RSOXXUSDT,522.34,526.62,522.9145,526.01,81.94,11.0,70.26,59.26,11.68,70.26,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RSPCXUSDT,133.295,134.69,133.417,134.94,104.66,9.15,123.41,114.26,18.76,123.41,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RSPYUSDT,762.865,763.6,763.0409,764.77,9.63,2.31,24.97,22.67,15.34,24.97,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RSTXUSDT,847.25,859.99,848.4757,847.25,150.37,14.47,0.0,14.47,150.37,0.0,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RTLTUSDT,82.339,82.35,82.3474,82.39,1.34,1.02,6.19,5.17,4.86,6.19,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RTQQQUSDT,70.38,71.06,70.4939,71.59,96.62,16.18,171.92,155.74,75.31,171.92,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RTSLAUSDT,346.227,348.02,346.4155,349.61,51.79,5.44,97.71,92.27,45.92,97.71,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RVOOUSDT,701.191,701.9,701.413,703.28,10.11,3.17,29.79,26.63,19.68,29.79,0.15,0.05,40
2026-08-20T20:00:00-04:00,2026-08-21T04:00:00-04:00,overnight,0.25,2026-08-20T22:00:00-04:00,RVUSDT,365.9,365.73,365.9271,365.798,-4.65,0.74,-2.79,3.53,1.86,2.79,0.15,0.05,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RAAPLUSDT,310.725,310.86,310.7385,309.99,4.34,0.43,-23.65,24.09,28.0,23.65,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RAMDUSDT,455.01,456.03,455.112,454.999,22.42,2.24,-0.24,2.48,22.66,0.24,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RAMZNUSDT,262.625,263.52,262.7145,262.65,34.08,3.41,0.95,2.46,33.13,0.95,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RAVGOUSDT,358.63,358.6,358.627,361.23,-0.84,-0.08,72.5,72.58,73.33,72.5,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RAXPUSDT,337.469,337.86,337.5081,337.536,11.59,1.16,1.99,0.83,9.6,1.99,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RBABAUSDT,118.24,115.37,117.953,118.048,-242.73,-24.27,-16.24,8.03,226.49,16.24,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RCDEUSDT,20.9381,20.59,20.9033,20.41,-166.25,-16.63,-252.22,235.59,85.97,252.22,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RCOHRUSDT,273.01,275.03,273.212,273.983,73.99,7.4,35.64,28.24,38.35,35.64,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RCRMUSDT,208.625,208.76,208.6385,208.566,6.47,0.65,-2.83,3.48,9.3,2.83,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RCRWVUSDT,85.61,85.86,85.635,85.451,29.2,2.92,-18.57,21.49,47.77,18.57,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RDELLUSDT,431.155,431.66,431.2055,432.262,11.71,1.17,25.68,24.5,13.96,25.68,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,REWZUSDT,35.256,35.16,35.2464,35.221,-27.23,-2.72,-9.93,7.2,17.3,9.93,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RGEVUSDT,938.201,941.7,938.5509,940.929,37.29,3.73,29.08,25.35,8.22,29.08,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RGOOGLUSDT,347.99,347.64,347.955,347.89,-10.06,-1.01,-2.87,1.87,7.18,2.87,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RGSUSDT,1037.999,1036.64,1037.8631,1033.838,-13.09,-1.31,-40.09,38.78,26.99,40.09,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RHLUSDT,20.49,20.2,20.461,20.16,-141.53,-14.15,-161.05,146.9,19.52,161.05,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RHOODUSDT,103.59,105.24,103.755,105.79,159.28,15.93,212.38,196.45,53.09,212.38,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RINTCUSDT,87.1,87.48,87.138,89.38,43.63,4.36,261.77,257.41,218.14,261.77,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RIVVUSDT,767.17,767.08,767.161,769.26,-1.17,-0.12,27.24,27.36,28.42,27.24,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RJPMUSDT,356.375,356.0,356.3375,356.495,-10.52,-1.05,3.37,4.42,13.89,3.37,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RLITEUSDT,824.01,831.15,824.724,827.746,86.65,8.66,45.34,36.67,41.31,45.34,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RMETAUSDT,560.12,561.16,560.224,563.62,18.57,1.86,62.49,60.63,43.92,62.49,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RMRVLUSDT,227.66,229.55,227.849,233.51,83.02,8.3,256.96,248.66,173.94,256.96,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RMSFTUSDT,487.29,486.69,487.23,486.16,-12.31,-1.23,-23.19,21.96,10.88,23.19,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RMUUSDT,903.15,907.62,903.597,922.18,49.49,4.95,210.71,205.76,161.21,210.71,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RNBISUSDT,211.29,211.1,211.271,211.156,-8.99,-0.9,-6.34,5.44,2.65,6.34,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RNOWUSDT,127.43,127.38,127.425,127.3,-3.92,-0.39,-10.2,9.81,6.28,10.2,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RNVDAUSDT,208.89,209.14,208.915,210.44,11.97,1.2,74.2,73.0,62.23,74.2,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,ROKLOUSDT,39.99,39.85,39.976,39.925,-35.01,-3.5,-16.25,12.75,18.75,16.25,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RORCLUSDT,142.6,142.56,142.596,142.71,-2.81,-0.28,7.71,7.99,10.52,7.71,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RPATHUSDT,16.57,16.54,16.567,16.56,-18.11,-1.81,-6.04,4.22,12.07,6.04,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RPLTRUSDT,175.89,175.19,175.82,176.1,-39.8,-3.98,11.94,15.92,51.74,11.94,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RQCOMUSDT,158.15,158.59,158.194,158.15,27.82,2.78,0.0,2.78,27.82,0.0,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RQQQUSDT,706.11,706.45,706.144,709.93,4.82,0.48,54.1,53.62,49.28,54.1,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RSMCIUSDT,35.11,35.12,35.111,35.56,2.85,0.28,128.17,127.88,125.32,128.17,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RSNDKUSDT,1471.12,1478.51,1471.859,1521.49,50.23,5.02,342.39,337.37,292.16,342.39,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RSOXLUSDT,110.28,111.09,110.361,115.29,73.45,7.34,454.3,446.95,380.85,454.3,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RSOXXUSDT,505.742,506.67,505.8348,507.122,18.35,1.83,27.29,25.45,8.94,27.29,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RSPCXUSDT,135.05,135.3,135.075,135.232,18.51,1.85,13.48,11.63,5.04,13.48,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RSPYUSDT,763.5,763.44,763.494,765.02,-0.79,-0.08,19.91,19.99,20.69,19.91,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RSTXUSDT,790.601,793.65,790.9059,790.6,38.57,3.86,-0.01,3.87,38.58,0.01,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RTLTUSDT,82.6,82.45,82.585,82.61,-18.16,-1.82,1.21,3.03,19.37,1.21,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RTQQQUSDT,69.01,69.03,69.012,69.177,2.9,0.29,24.2,23.91,21.3,24.2,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RTSLAUSDT,349.2,349.4,349.22,351.49,5.73,0.57,65.58,65.01,59.85,65.58,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RVOOUSDT,701.83,701.8,701.827,704.26,-0.43,-0.04,34.62,34.67,35.05,34.62,0.1,0.1,40
2026-08-24T20:00:00-04:00,2026-08-25T04:00:00-04:00,overnight,0.25,2026-08-24T22:00:00-04:00,RVUSDT,383.69,381.91,383.512,383.699,-46.39,-4.64,0.23,4.87,46.63,0.23,0.1,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RAAPLUSDT,309.35,309.12,309.3267,309.87,-7.43,-0.75,16.81,17.56,24.24,16.81,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RAMDUSDT,480.0,479.57,479.9535,478.19,-8.96,-0.97,-37.71,36.74,28.75,37.71,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RAMZNUSDT,261.07,260.57,261.0195,261.85,-19.15,-1.93,29.88,31.81,49.03,29.88,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RAVGOUSDT,357.44,357.5,357.4435,357.77,1.68,0.1,9.23,9.13,7.55,9.23,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RAXPUSDT,336.455,336.25,336.4341,336.455,-6.09,-0.62,0.0,0.62,6.09,0.0,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RBABAUSDT,119.15,118.51,119.0851,119.01,-53.71,-5.45,-11.75,6.3,41.96,11.75,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RCDEUSDT,21.6304,21.66,21.6332,21.59,13.68,1.29,-18.68,19.97,32.36,18.68,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RCOHRUSDT,288.43,287.19,288.3024,287.026,-42.99,-4.42,-48.68,44.25,5.69,48.68,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RCRMUSDT,203.675,204.29,203.7362,202.23,30.2,3.01,-70.95,73.95,101.14,70.95,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RCRWVUSDT,88.51,88.43,88.5015,88.14,-9.04,-0.96,-41.8,40.84,32.76,41.8,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RDELLUSDT,451.7,452.41,451.7701,450.77,15.72,1.55,-20.59,22.14,36.31,20.59,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,REWZUSDT,35.844,35.88,35.8475,35.845,10.04,0.98,0.28,0.7,9.76,0.28,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RGEVUSDT,927.347,930.0,927.6101,927.326,28.61,2.84,-0.23,3.06,28.83,0.23,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RGOOGLUSDT,347.01,346.42,346.9499,346.28,-17.0,-1.73,-21.04,19.3,4.03,21.04,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RGSUSDT,1060.7,1059.99,1060.6273,1060.7,-6.69,-0.69,0.0,0.69,6.69,0.0,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RHLUSDT,20.92,20.78,20.9059,20.84,-66.92,-6.74,-38.24,31.5,28.68,38.24,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RHOODUSDT,111.13,111.94,111.2101,111.264,72.89,7.21,12.06,4.85,60.83,12.06,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RINTCUSDT,87.56,87.59,87.5621,87.8,3.43,0.23,27.41,27.18,23.98,27.41,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RIVVUSDT,768.5,768.99,768.5472,769.005,6.38,0.61,6.57,5.96,0.2,6.57,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RJPMUSDT,356.549,356.77,356.5706,356.55,6.2,0.61,0.03,0.58,6.17,0.03,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RLITEUSDT,882.67,878.69,882.2665,874.62,-45.09,-4.57,-91.2,86.63,46.11,91.2,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RMETAUSDT,567.6,570.93,567.932,571.99,58.67,5.85,77.34,71.49,18.68,77.34,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RMRVLUSDT,240.5,240.4,240.4869,240.59,-4.16,-0.55,3.74,4.29,7.9,3.74,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RMSFTUSDT,489.61,489.67,489.616,489.663,1.23,0.12,1.08,0.96,0.14,1.08,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RMUUSDT,930.25,933.0,930.5108,928.79,29.56,2.8,-15.69,18.5,45.26,15.69,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RNBISUSDT,220.26,221.12,220.3439,218.75,39.04,3.81,-68.56,72.36,107.6,68.56,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RNOWUSDT,125.245,125.52,125.2726,125.17,21.96,2.2,-5.99,8.19,27.95,5.99,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RNVDAUSDT,213.63,213.81,213.647,213.55,8.43,0.8,-3.74,4.54,12.17,3.74,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,ROKLOUSDT,44.6,44.49,44.5888,44.76,-24.66,-2.51,35.87,38.39,60.54,35.87,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RORCLUSDT,144.89,144.84,144.8843,144.75,-3.45,-0.39,-9.66,9.27,6.21,9.66,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RPATHUSDT,16.6476,16.61,16.6438,16.52,-22.59,-2.26,-76.65,74.39,54.06,76.65,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RPLTRUSDT,172.165,172.14,172.1623,171.31,-1.45,-0.16,-49.66,49.51,48.21,49.66,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RQCOMUSDT,160.398,160.0,160.3578,160.368,-24.81,-2.51,-1.87,0.64,22.94,1.87,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RQQQUSDT,709.22,709.47,709.2421,709.35,3.52,0.31,1.83,1.52,1.69,1.83,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RSMCIUSDT,38.54,38.6,38.5456,38.49,15.57,1.47,-12.97,14.44,28.54,12.97,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RSNDKUSDT,1478.32,1483.54,1478.8188,1478.01,35.31,3.37,-2.1,5.47,37.41,2.1,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RSOXLUSDT,115.84,115.49,115.8027,115.782,-30.21,-3.22,-5.01,1.79,25.21,5.01,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RSOXXUSDT,514.11,513.93,514.0871,514.382,-3.5,-0.44,5.29,5.74,8.79,5.29,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RSPCXUSDT,137.818,138.12,137.8475,137.92,21.91,2.14,7.4,5.26,14.51,7.4,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RSPYUSDT,764.9,765.39,764.9472,765.1,6.41,0.62,2.61,2.0,3.79,2.61,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RSTXUSDT,819.245,820.83,819.3958,819.245,19.35,1.84,0.0,1.84,19.35,0.0,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RTLTUSDT,83.446,83.33,83.4343,83.24,-13.9,-1.4,-24.69,23.28,10.79,24.69,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RTQQQUSDT,69.87,69.88,69.8701,69.91,1.43,0.01,5.72,5.71,4.29,5.72,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RTSLAUSDT,350.72,350.33,350.6796,350.4,-11.12,-1.15,-9.12,7.97,2.0,9.12,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RVOOUSDT,703.21,703.52,703.2388,703.52,4.41,0.41,4.41,4.0,0.0,4.41,0.05,0.1,40
2026-08-25T20:00:00-04:00,2026-08-26T04:00:00-04:00,overnight,0.25,2026-08-25T22:00:00-04:00,RVUSDT,384.135,384.16,384.137,384.102,0.65,0.05,-0.86,0.91,1.51,0.86,0.05,0.1,40
2026-08-26T20:00:00-04:00,2026-08-27T04:00:00-04:00,overnight,0.25,2026-08-26T22:00:00-04:00,RAAPLUSDT,311.77,311.04,311.7335,310.52,-23.41,-1.17,-40.09,38.92,16.68,40.09,0.05,0.05,40
2026-08-26T20:00:00-04:00,2026-08-27T04:00:00-04:00,overnight,0.25,2026-08-26T22:00:00-04:00,RAMDUSDT,484.49,483.17,484.424,488.65,-27.25,-1.36,85.86,87.23,113.11,85.86,0.05,0.05,40
